6,0891
3,0746
6,0810
5,0648
2,0007
2,0249
5,0397
4,0325
3,0185
4,0043
4,0192
2,0204
2,0398
6,0413
4,0521
2,0547
2,0154
5,0813
4,0659
4,0745
4,0830
6,0091
6,0481
4,0681
6,0168
2,0320
2,0522
3,0313
5,0679
2,0620
5,0607
5,0674
2,0124
4,0252
2,0104
4,0968
4,0748
2,0895
6,0667
2,0798
3,0615
2,0059
2,0702
2,0356
3,0584
3,0841
5,0880
2,0790
4,0555
5,0514
5,0529
4,0414
2,0497
6,0652
4,0451
4,0866
6,0665
6,0293
3,0976
6,0893
6,0412
4,0306
3,0302
5,0341
2,0291
5,0313
6,0291
2,0731
4,0728
6,0663
2,0514
4,0895
2,0274
6,0317
5,0987
6,0747
6,0241
4,0578
2,0396
6,0286
6,0679
6,0862
5,0538
5,0850
2,0552
6,0020
6,0149
6,0205
3,0993
4,0277
4,0212
4,0752
6,0073
3,0930
4,0159
5,0759
4,0051
6,0380
2,0019
2,0164
2,0975
3,0454
6,0785
3,0688
3,0053
6,0207
2,0050
4,0702
4,0703
4,0518
2,0140
5,0140
4,0529
2,0682
3,0774
2,0602
3,0486
6,0257
6,0486
3,0048
3,0836
6,0497
2,0668
5,0224
3,0794
4,0569
2,0298
5,0663
4,0190
6,0305
5,0635
2,0342
4,0209
4,0001
4,0307
5,0268
6,0489
2,0499
2,0082
6,0769
6,0956
3,0540
4,0224
5,0030
6,0070
5,0848
3,0902
3,0733
2,0135
5,0970
4,0520
4,0303
3,0277
5,0419
4,0203
3,0188
5,0791
2,0751
4,0454
2,0078
2,0693
3,0353
2,0646
2,0971
3,0811
3,0390
3,0844
5,0604
5,0380
3,0640
6,0653
2,0097
3,0544
4,0614
3,0283
3,0444
3,0373
4,0751
6,0392
3,0298
6,0616
2,0075
3,0991
4,0443
4,0371
2,0235
5,0089
5,0602
3,0307
2,0072
3,0485
4,0287
5,0222
6,0018
6,0749
5,0188
5,0364
2,0576
4,0067
5,0939
3,0406
3,0662
2,0300
4,0663
5,0589
5,0771
2,0638
3,0507
6,0671
6,0229
3,0006
4,0020
2,0319
2,0826
3,0639
3,0244
2,0228
6,0326
3,0867
2,0877
2,0705
6,0064
6,0914
5,0763
2,0791
2,0491
4,0588
3,0090
2,0374
2,0446
4,0008
5,0273
3,0787
4,0390
4,0536
4,0421
4,0045
3,0202
5,0082
2,0838
3,0231
5,0042
4,0742
3,0460
5,0066
2,0429
6,0526
2,0414
3,0007
5,0762
6,0752
3,0694
5,0005
4,0492
4,0625
5,0745
6,0602
2,0776
5,0878
5,0125
6,0541
5,0997
6,0854
5,0695
5,0491
5,0751
4,0937
6,0911
2,0470
4,0177
2,0210
3,0191
3,0610
5,0436
2,0293
6,0705
5,0661
6,0135
3,0446
5,0468
2,0422
2,0950
3,0731
3,0096
3,0687
3,0724
6,0585
4,0953
6,0697
6,0265
6,0538
4,0543
2,0978
2,0409
5,0392
6,0582
4,0779
5,0871
4,0304
2,0006
4,0585
3,0624
3,0514
4,0170
5,0588
4,0104
4,0668
4,0050
2,0953
6,0292
6,0993
6,0726
2,0380
2,0871
2,0604
5,0202
3,0204
4,0204
6,0379
5,0998
5,0833
5,0280
4,0653
2,0280
4,0319
3,0157
3,0950
5,0710
3,0516
5,0866
5,0614
2,0177
3,0011
6,0321
6,0352
5,0477
4,0769
3,0936
2,0391
6,0906
5,0207
3,0788
5,0417
4,0704
3,0968
2,0722
5,0572
2,0829
2,0071
6,0353
5,0515
3,0821
2,0984
2,0752
4,0474
4,0440
5,0574
6,0619
5,0495
6,0738
6,0045
5,0324
2,0425
6,0095
3,0075
5,0599
5,0214
4,0417
2,0989
3,0235
2,0516
6,0008
6,0898
3,0626
6,0773
3,0274
3,0873
5,0043
6,0975
4,0562
4,0886
2,0742
6,0523
4,0481
2,0013
2,0765
3,0434
6,0501
3,0591
2,0449
5,0819
6,0478
2,0788
5,0772
2,0083
2,0088
4,0694
2,0410
5,0738
2,0420
3,0884
6,0934
2,0141
3,0199
4,0222
4,0024
4,0055
4,0125
3,0051
2,0341
2,0996
3,0196
2,0588
4,0113
2,0246
6,0234
2,0724
5,0128
5,0981
6,0082
3,0977
4,0219
3,0908
4,0831
2,0888
5,0390
4,0828
3,0343
2,0500
4,0985
4,0761
4,0958
6,0001
3,0652
4,0896
3,0281
6,0197
6,0108
2,0739
2,0275
2,0999
2,0324
6,0085
6,0818
5,0122
5,0814
6,0750
3,0092
3,0978
5,0371
4,0743
6,0959
4,0242
6,0289
3,0317
5,0078
5,0286
3,0622
4,0444
5,0023
2,0000
5,0931
3,0305
3,0900
6,0948
5,0993
2,0642
6,0733
6,0482
4,0171
6,0878
6,0335
3,0386
2,0304
5,0490
3,0510
2,0855
4,0384
3,0304
5,0272
5,0496
3,0487
5,0079
6,0231
2,0222
6,0734
6,0203
2,0251
6,0452
5,0243
5,0626
3,0520
4,0570
4,0074
4,0927
3,0236
4,0710
2,0745
4,0037
3,0228
4,0388
6,0658
5,0311
2,0734
2,0490
2,0359
2,0311
3,0609
5,0668
2,0835
4,0541
5,0809
5,0844
6,0507
4,0397
4,0657
5,0226
2,0543
2,0635
2,0606
5,0817
6,0929
4,0240
2,0886
5,0887
4,0463
3,0780
5,0027
3,0816
2,0187
6,0870
6,0933
4,0382
5,0160
4,0383
2,0325
3,0890
4,0879
5,0681
2,0544
4,0069
2,0221
2,0099
6,0636
2,0756
5,0021
5,0941
2,0865
5,0807
3,0979
5,0608
3,0974
6,0965
5,0752
3,0097
2,0015
2,0655
4,0484
4,0140
2,0195
4,0650
5,0716
5,0914
5,0575
2,0884
6,0473
6,0775
3,0898
5,0182
4,0901
3,0594
3,0370
4,0770
3,0251
2,0436
4,0988
3,0920
6,0736
6,0593
4,0002
6,0673
2,0591
6,0502
4,0006
2,0165
3,0522
3,0716
6,0107
5,0778
3,0326
6,0047
4,0157
5,0486
3,0117
4,0258
6,0764
5,0984
2,0172
4,0186
5,0431
6,0890
3,0795
5,0444
2,0566
3,0972
5,0059
4,0018
5,0366
2,0365
3,0634
5,0011
4,0034
6,0401
4,0211
3,0126
5,0629
2,0069
3,0587
2,0703
5,0857
6,0490
3,0776
3,0601
5,0714
4,0737
3,0271
4,0827
4,0009
4,0202
6,0571
6,0718
6,0859
2,0349
4,0330
4,0038
6,0251
4,0286
6,0923
2,0240
3,0103
5,0332
3,0500
6,0863
2,0859
5,0625
5,0948
2,0282
4,0049
3,0268
2,0531
6,0615
5,0245
5,0957
5,0450
3,0755
3,0517
2,0301
5,0058
6,0084
2,0345
5,0698
3,0072
5,0634
5,0606
3,0422
3,0580
6,0098
3,0840
4,0912
2,0237
4,0765
5,0162
6,0572
4,0123
6,0167
2,0233
3,0762
4,0403
4,0014
4,0835
4,0128
3,0164
6,0022
3,0576
3,0648
3,0484
2,0197
3,0265
4,0446
2,0746
3,0207
4,0336
5,0548
2,0466
4,0575
2,0749
2,0583
5,0466
4,0825
4,0196
3,0562
6,0246
5,0032
3,0773
6,0366
2,0504
3,0182
5,0908
3,0994
5,0831
4,0595
4,0909
2,0782
3,0033
3,0649
3,0962
6,0075
2,0571
6,0195
2,0068
5,0938
2,0811
3,0261
2,0110
5,0665
2,0014
5,0246
3,0220
3,0952
4,0594
3,0257
3,0797
4,0749
6,0779
2,0626
6,0306
3,0604
6,0962
4,0504
4,0789
2,0408
6,0745
6,0298
3,0219
5,0112
4,0152
6,0784
2,0935
2,0157
5,0991
3,0697
6,0583
2,0149
2,0920
3,0850
4,0746
4,0367
5,0566
2,0389
2,0062
2,0372
5,0423
4,0753
6,0072
2,0767
3,0526
3,0946
5,0615
2,0778
4,0607
2,0943
6,0606
6,0096
6,0432
4,0438
2,0786
2,0191
5,0567
5,0181
4,0285
2,0411
6,0931
6,0758
5,0388
6,0173
6,0743
3,0356
3,0021
5,0591
5,0460
5,0816
4,0434
4,0313
6,0354
2,0990
2,0260
6,0226
6,0896
2,0675
6,0692
3,0186
4,0926
4,0458
5,0041
4,0494
4,0101
5,0605
5,0845
2,0121
2,0846
3,0845
5,0480
4,0015
3,0635
4,0389
5,0858
2,0262
3,0513
5,0975
6,0390
3,0674
6,0102
3,0409
3,0494
5,0775
3,0879
2,0153
6,0770
5,0398
5,0543
2,0435
5,0838
2,0937
5,0269
2,0728
5,0321
2,0510
2,0388
4,0084
4,0648
2,0860
6,0109
4,0275
6,0725
2,0729
6,0960
3,0319
3,0568
6,0307
5,0632
4,0396
2,0176
2,0397
2,0805
5,0418
6,0464
6,0554
6,0280
6,0595
2,0892
4,0118
3,0417
6,0961
6,0864
5,0370
4,0178
3,0883
6,0089
2,0273
2,0822
3,0226
5,0095
5,0942
4,0777
5,0441
4,0487
2,0053
4,0073
5,0818
4,0843
5,0248
3,0880
5,0750
2,0447
6,0198
4,0255
6,0176
2,0012
4,0732
5,0557
6,0436
4,0539
6,0235
6,0580
3,0862
4,0609
5,0808
5,0967
2,0175
2,0758
2,0481
6,0504
4,0800
6,0740
6,0060
3,0913
4,0623
2,0343
4,0103
5,0551
2,0721
2,0441
5,0292
4,0511
2,0842
3,0450
4,0538
3,0655
5,0067
3,0643
3,0546
3,0131
3,0737
5,0337
3,0061
3,0323
2,0812
2,0717
2,0442
2,0528
5,0250
5,0395
3,0801
3,0877
5,0235
4,0516
6,0230
6,0200
6,0589
5,0767
2,0127
4,0508
2,0368
3,0718
2,0010
6,0346
5,0513
6,0470
6,0454
5,0047
3,0817
4,0870
4,0387
5,0701
4,0144
6,0359
2,0118
5,0133
4,0952
3,0894
3,0621
6,0509
3,0605
6,0103
3,0327
4,0145
6,0542
5,0024
4,0401
3,0698
5,0092
6,0819
2,0363
2,0160
4,0944
3,0511
4,0430
4,0478
4,0540
5,0958
4,0646
4,0507
4,0296
4,0059
5,0976
4,0408
5,0002
3,0436
6,0685
3,0759
5,0768
4,0630
2,0305
6,0383
6,0805
6,0809
4,0845
5,0134
3,0094
5,0506
4,0136
3,0314
5,0293
2,0079
4,0933
4,0872
5,0088
2,0431
3,0197
5,0732
3,0026
5,0426
2,0740
3,0256
6,0967
5,0624
2,0575
3,0680
4,0731
5,0553
4,0913
3,0397
3,0110
5,0485
2,0785
6,0026
3,0439
4,0888
6,0138
6,0270
3,0964
3,0292
6,0406
5,0885
6,0356
4,0948
3,0954
4,0635
3,0392
2,0299
2,0830
5,0102
4,0966
6,0614
4,0717
6,0802
5,0177
2,0761
5,0853
5,0530
4,0294
5,0978
3,0693
4,0181
3,0931
4,0967
4,0923
5,0884
4,0119
4,0399
2,0936
5,0753
2,0623
3,0620
2,0406
5,0415
5,0837
5,0654
4,0402
2,0255
3,0586
4,0274
6,0782
6,0926
3,0957
6,0121
5,0584
6,0242
4,0465
4,0340
2,0664
4,0068
4,0060
6,0402
4,0271
6,0793
3,0413
2,0020
3,0961
3,0483
6,0127
6,0097
3,0470
6,0790
3,0575
2,0370
6,0083
6,0044
4,0354
2,0445
5,0113
4,0920
3,0241
2,0105
5,0448
2,0581
4,0969
2,0017
3,0465
4,0821
4,0719
5,0026
3,0459
5,0219
5,0840
4,0267
5,0962
5,0766
2,0573
4,0406
2,0985
2,0098
4,0685
3,0937
4,0499
2,0038
3,0660
3,0935
6,0348
5,0664
2,0245
2,0548
5,0399
3,0859
2,0188
5,0019
4,0978
3,0761
3,0464
4,0850
4,0951
4,0115
6,0981
5,0985
5,0163
4,0548
3,0744
2,0395
3,0969
2,0505
3,0372
6,0232
2,0214
5,0897
6,0525
6,0239
3,0644
2,0054
5,0804
2,0234
2,0509
6,0450
5,0952
2,0605
5,0946
6,0415
3,0371
2,0764
3,0416
2,0572
6,0625
2,0028
5,0544
3,0631
3,0014
6,0877
4,0552
4,0054
5,0333
5,0568
4,0714
5,0308
2,0281
6,0351
2,0719
6,0588
6,0876
5,0873
6,0218
6,0074
4,0957
2,0637
3,0602
2,0900
5,0467
2,0913
6,0987
5,0110
2,0008
3,0651
5,0815
2,0444
5,0536
3,0748
5,0558
3,0692
3,0280
6,0555
2,0296
5,0755
4,0081
2,0553
2,0049
3,0782
6,0834
5,0627
3,0916
2,0521
3,0109
2,0792
3,0625
